5678855	12607593
6162800	12607593
6162800	12346164
6495024	12346164
6495024	11803131
6656101	11803131
6656101	11760388
6605364	11760388
6605364	11136693
6656101	11136693
6656101	10959006
6661315	10959006
6661315	11370594
6822519	11370594
6822519	11754720
7363209	11754720
7363209	11972789
7313040	11972789
7313040	12067097
7303667	12067097
7303667	12422972
6796086	12422972
6796086	12438200
6732287	12438200
6732287	12600831
6661315	12600831
6661315	12663957
7115592	12663957
7115592	12780424
7114171	12780424
7114171	13136629
7397149	13136629
7397149	12809391
7827968	12809391
7827968	12449353
7903235	12449353
7903235	12739595
8229083	12739595
8229083	12961704
7903235	12961704
7903235	13136629
8023884	13136629
8023884	13524534
7604792	13524534
7604792	13629516
7157623	13629516
7157623	13524534
7114171	13524534
7114171	13925102
7115592	13925102
7115592	14375637
7378961	14375637
7378961	14883130
7572216	14883130
7572216	14963422
8222478	14963422
8222478	15100537
8499311	15100537
8499311	15365854
8364335	15365854
8364335	15619291
8320042	15619291
8320042	15744089
7768980	15744089
7768980	15865623
7987538	15865623
7987538	16491675
8264781	16491675
8264781	16526864
8312483	16526864
8312483	16216880
8621452	16216880
8621452	16183099
8312483	16183099
8312483	15865623
8499311	15865623
8499311	16119405
8581095	16119405
8581095	15747303
8767701	15747303
8767701	15173211
9035706	15173211
9035706	15013251
9249545	15013251
9249545	14934929
9050886	14934929
9050886	14921774
8788677	14921774
8788677	14934929
8581095	14934929
8581095	14883130
8856684	14883130
8856684	14882798
9257412	14882798
9257412	14375637
9560288	14375637
9560288	14164486
9998049	14164486
9998049	14100608
10019275	14100608
10019275	13608076
10337085	13608076
10337085	13423879
10244235	13423879
10244235	13232560
9862795	13232560
9862795	12778842
9739468	12778842
9739468	13423879
9560288	13423879
9560288	13150408
9538935	13150408
9538935	12646680
9291715	12646680
9291715	12393189
9111771	12393189
9111771	12695779
8773866	12695779
8773866	12926788
8618276	12926788
8618276	12393189
8384871	12393189
8384871	11740048
8187897	11740048
8187897	11681497
8038570	11681497
8038570	11184808
8384063	11184808
8384063	11419093
8948943	11419093
8948943	11184808
9560288	11184808
9560288	10959006
9566021	10959006
9566021	10996960
9580113	10996960
9580113	11348205
9940263	11348205
9940263	11647084
10127472	11647084
10127472	11451797
10171407	11451797
10171407	11088966
10127472	11088966
10127472	10959006
10344944	10959006
10344944	10792163
10143865	10792163
10143865	10633418
9759946	10633418
9759946	10792163
9394349	10792163
9394349	10521706
9390466	10521706
9390466	9932314
9381458	9932314
9381458	10314938
9031155	10314938
9031155	10139303
8845202	10139303
8845202	10013958
8688213	10013958
8688213	9524517
8466600	9524517
8466600	9546379
8522264	9546379
8522264	9700230
8561083	9700230
8561083	10140593
8522264	10140593
8522264	10222990
8466600	10222990
8466600	10314938
8179262	10314938
8179262	9941742
8176640	9941742
8176640	9932314
7592219	9932314
7592219	9859912
7186082	9859912
7186082	9785055
6656101	9785055
6656101	9729018
7195479	9729018
7195479	9631892
7447817	9631892
7447817	9613231
6962793	9613231
6962793	9151548
6876724	9151548
6876724	9067303
6656101	9067303
6656101	8663729
6996701	8663729
6996701	8563666
7333356	8563666
7333356	8182728
7740630	8182728
7740630	7973948
7704343	7973948
7704343	7632637
7614014	7632637
7614014	7550247
7131803	7550247
7131803	7632637
6977664	7632637
6977664	7590960
7018706	7590960
7018706	7349545
6734029	7349545
6734029	6805344
7018706	6805344
7018706	6779525
6977664	6779525
6977664	6761665
6846181	6761665
6846181	6473745
6431370	6473745
6431370	6040111
6206337	6040111
6206337	6016682
5918255	6016682
5918255	5644936
5983588	5644936
5983588	5543272
5918255	5543272
5918255	5182432
6242415	5182432
6242415	5318736
6572339	5318736
6572339	5776206
6812998	5776206
6812998	5318736
7138211	5318736
7138211	5541560
7332798	5541560
7332798	5802991
7361609	5802991
7361609	5411190
7735658	5411190
7735658	5182432
7740630	5182432
7740630	4916135
7969330	4916135
7969330	4546320
7740630	4546320
7740630	4354841
7985556	4354841
7985556	4933412
8239966	4933412
8239966	5247427
8248018	5247427
8248018	5309982
8284764	5309982
8284764	5841733
8657504	5841733
8657504	5808330
9175659	5808330
9175659	5437664
9395630	5437664
9395630	5347657
9175659	5347657
9175659	4933412
9196837	4933412
9196837	4354841
9437460	4354841
9437460	4024977
8998645	4024977
8998645	3715750
8768322	3715750
8768322	3677322
8645973	3677322
8645973	3512859
8275760	3512859
8275760	3246808
7852596	3246808
7852596	3677322
7740630	3677322
7740630	3064952
7967285	3064952
7967285	2852024
8401672	2852024
8401672	3064952
8677415	3064952
8677415	2926927
8866034	2926927
8866034	2412580
9001896	2412580
9001896	2391695
9273196	2391695
9273196	2364053
9490626	2364053
9490626	2193158
9423192	2193158
9423192	1858518
9028974	1858518
9028974	1609004
8882498	1609004
8882498	1314738
8346470	1314738
8346470	939057
7853970	939057
7853970	649069
8099982	649069
8099982	351376
8347698	351376
8347698	167122
8783739	167122
8783739	-69142
8602278	-69142
8602278	-638314
8206597	-638314
8206597	-69142
7853970	-69142
7853970	-168139
7351095	-168139
7351095	-277470
7043807	-277470
7043807	-597833
6873961	-597833
6873961	-793397
7043807	-793397
7043807	-1069044
6964303	-1069044
6964303	-1307898
6523855	-1307898
6523855	-1047237
6784920	-1047237
6784920	-923415
6452548	-923415
6452548	-912394
6209556	-912394
6209556	-389421
6161335	-389421
6161335	-211589
5864312	-211589
5864312	361898
6016343	361898
6016343	-47553
6427309	-47553
6427309	361898
6784920	361898
6784920	449528
6523855	449528
6523855	736782
6175147	736782
6175147	994271
5714961	994271
5714961	1401587
5763788	1401587
5763788	1353412
6009628	1353412
6009628	1363658
6458355	1363658
6458355	1353412
6494676	1353412
6494676	1401587
6553573	1401587
6553573	1653829
6384769	1653829
6384769	2048604
6033751	2048604
6033751	1653829
5714961	1653829
5714961	2000415
5167487	2000415
5167487	1763069
4703455	1763069
4703455	1606487
4491866	1606487
4491866	1539062
4812828	1539062
4812828	1195342
5167487	1195342
5167487	994271
4846089	994271
4846089	736782
4440170	736782
4440170	1141222
4101868	1141222
4101868	1248653
3699650	1248653
3699650	1803144
3481399	1803144
3481399	2102258
3699650	2102258
3699650	2482124
3289875	2482124
3289875	2738700
3228078	2738700
3228078	2813131
2991618	2813131
2991618	2624745
2826000	2624745
2826000	2092405
2991618	2092405
2991618	1735139
2622261	1735139
2622261	1707995
1991874	1707995
1991874	1568224
1741435	1568224
1741435	1008660
1653319	1008660
1653319	1319152
1110215	1319152
1110215	1543996
1101634	1543996
1101634	1509031
919664	1509031
919664	1008660
497747	1008660
497747	694236
390146	694236
390146	436841
633427	436841
633427	-7
671541	-7
671541	595363
1007262	595363
1007262	726099
1338935	726099
1338935	600010
1604645	600010
1604645	206900
1338935	206900
1338935	-7
1490454	-7
1490454	-397410
1991874	-397410
1991874	-734834
1698949	-734834
1698949	-1249552
1523024	-1249552
1523024	-1307898
1286251	-1307898
1286251	-1737532
1427570	-1737532
1427570	-2158909
1286251	-2158909
1286251	-2399363
944660	-2399363
944660	-1940885
731717	-1940885
731717	-1911445
384523	-1911445
384523	-1767590
731717	-1767590
731717	-1307898
588781	-1307898
588781	-699857
565838	-699857
565838	-263648
87289	-263648
87289	-231918
0	-231918
